Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71570745,0,"Monday, May 16, 2011 07:34:30 UTC",38.8325,-122.7978,1.0,2.40,14,"Northern California"
ci,14985980,2,"Monday, May 16, 2011 07:22:46 UTC",33.4638,-116.4500,1.0,8.70,42,"Southern California"
ak,10233845,2,"Monday, May 16, 2011 07:11:02 UTC",62.2861,-145.8263,1.4,1.70, 7,"Central Alaska"
nc,71570730,3,"Monday, May 16, 2011 07:03:02 UTC",39.0910,-122.2115,1.2,5.10, 9,"Northern California"
nc,71571080,2,"Monday, May 16, 2011 06:36:53 UTC",41.4213,-122.1698,1.5,1.70, 9,"Mount Shasta area, California"
ak,10233841,3,"Monday, May 16, 2011 06:34:07 UTC",52.4219,-170.0212,3.6,28.00,20,"Fox Islands, Aleutian Islands, Alaska"
ak,10233840,2,"Monday, May 16, 2011 06:30:22 UTC",61.7558,-149.7130,1.1,28.10, 9,"Southern Alaska"
ak,10233836,2,"Monday, May 16, 2011 06:00:43 UTC",61.9289,-150.7795,1.5,63.00,17,"Southern Alaska"
ak,10233838,3,"Monday, May 16, 2011 05:59:53 UTC",52.0782,-131.6403,4.5,25.80, 8,"Queen Charlotte Islands, Canada region"
us,c0003g8m,5,"Monday, May 16, 2011 05:51:03 UTC",15.8980,-92.6856,4.5,189.30,93,"Chiapas, Mexico"
ak,10233834,2,"Monday, May 16, 2011 05:49:53 UTC",60.2793,-152.1554,2.0,80.40,29,"Southern Alaska"
ak,10233833,4,"Monday, May 16, 2011 05:40:32 UTC",58.0972,-143.2477,1.8,10.00,22,"Gulf of Alaska"
ci,14985948,2,"Monday, May 16, 2011 05:17:54 UTC",35.0767,-117.0452,1.4,9.00,18,"Southern California"
us,c0003g8e,4,"Monday, May 16, 2011 05:12:38 UTC",6.7105,-73.0429,4.8,156.40,92,"northern Colombia"
ci,14985940,2,"Monday, May 16, 2011 05:07:18 UTC",34.2258,-117.0470,1.1,0.70,39,"Southern California"
ak,10233828,2,"Monday, May 16, 2011 04:59:25 UTC",61.4639,-146.4894,1.1,35.10, 9,"Southern Alaska"
nc,71570720,3,"Monday, May 16, 2011 04:29:51 UTC",37.5737,-118.7818,1.5,8.60,31,"Central California"
nc,71570715,3,"Monday, May 16, 2011 04:20:37 UTC",37.4688,-118.8103,1.8,7.10,36,"Central California"
ak,10236668,3,"Monday, May 16, 2011 04:02:56 UTC",60.1447,-152.6313,1.8,97.00,13,"Southern Alaska"
ak,10233815,3,"Monday, May 16, 2011 04:02:29 UTC",63.3961,-149.9665,1.1,7.30,12,"Central Alaska"
ci,14985924,4,"Monday, May 16, 2011 03:59:49 UTC",34.2227,-117.0437,1.3,1.20,18,"Southern California"
ci,14985916,2,"Monday, May 16, 2011 03:59:32 UTC",34.2200,-117.0492,1.6,2.00,49,"Southern California"
ak,10233809,2,"Monday, May 16, 2011 03:43:34 UTC",60.0464,-152.6199,1.9,100.00,19,"Southern Alaska"
nc,71050854,2,"Monday, May 16, 2011 03:38:17 UTC",38.8332,-122.8788,1.5,2.40,25,"Northern California"
nc,71570695,2,"Monday, May 16, 2011 03:38:09 UTC",38.8342,-122.8787,1.9,2.00,39,"Northern California"
ci,14985908,2,"Monday, May 16, 2011 03:25:37 UTC",34.3315,-119.8502,2.2,0.00,36,"Santa Barbara Channel, California"
nc,71570690,2,"Monday, May 16, 2011 03:25:18 UTC",35.6927,-121.1250,1.1,6.00,14,"Central California"
nc,71570685,2,"Monday, May 16, 2011 03:13:16 UTC",36.5572,-121.1438,1.1,4.50,12,"Central California"
nc,71570680,2,"Monday, May 16, 2011 03:11:29 UTC",36.5567,-121.1428,1.1,4.50,17,"Central California"
us,c0003g6d,7,"Monday, May 16, 2011 02:35:21 UTC",-2.7583,136.5922,4.8,42.50,50,"near the north coast of Papua, Indonesia"
uw,05160227,1,"Monday, May 16, 2011 02:27:33 UTC",46.8595,-121.7471,1.0,0.00, 9,"Mount Rainier area, Washington"
us,c0003g6b,5,"Monday, May 16, 2011 02:25:04 UTC",-11.4497,165.5201,4.9,36.70,35,"Santa Cruz Islands"
us,c0003g66,F,"Monday, May 16, 2011 02:20:02 UTC",-11.5563,165.1262,4.9,36.60,56,"Santa Cruz Islands"
nc,71570665,2,"Monday, May 16, 2011 02:17:10 UTC",37.7342,-119.5568,1.4,5.80,12,"Central California"
us,c0003g5z,6,"Monday, May 16, 2011 02:14:13 UTC",-11.5659,165.3249,4.8,34.90,27,"Santa Cruz Islands"
nc,71570660,4,"Monday, May 16, 2011 02:02:56 UTC",38.8282,-122.7937,1.2,2.20,50,"Northern California"
nc,71570645,2,"Monday, May 16, 2011 01:50:24 UTC",35.9953,-120.5642,1.2,2.10,31,"Central California"
us,c0003g5e,6,"Monday, May 16, 2011 01:11:00 UTC",36.9570,143.9749,4.5,10.00,17,"off the east coast of Honshu, Japan"
ak,10233783,3,"Monday, May 16, 2011 00:57:41 UTC",59.9168,-153.2761,3.2,121.80,55,"Southern Alaska"
ak,10233782,3,"Monday, May 16, 2011 00:56:58 UTC",60.1670,-153.1996,2.6,138.80,35,"Southern Alaska"
hv,60235716,1,"Monday, May 16, 2011 00:53:00 UTC",19.2295,-155.3220,2.0,31.80,21,"Island of Hawaii, Hawaii"
ne,00001257,a,"Monday, May 16, 2011 00:46:29 UTC",41.4378,-70.8701,1.3,0.50, 6,"southern New England"
ne,00001256,a,"Monday, May 16, 2011 00:39:35 UTC",41.4506,-70.8751,2.1,3.90, 9,"southern New England"
ak,10233778,3,"Monday, May 16, 2011 00:30:27 UTC",62.6269,-151.2496,1.3,90.50,14,"Central Alaska"
ci,14985876,3,"Sunday, May 15, 2011 23:25:58 UTC",35.0397,-117.6875,1.7,0.00, 9,"Southern California"
us,c0003g3q,7,"Sunday, May 15, 2011 23:25:04 UTC",-6.8316,155.0426,5.4,20.90,112,"Bougainville region, Papua New Guinea"
ak,10233754,2,"Sunday, May 15, 2011 23:10:12 UTC",62.2049,-150.6327,1.5,10.20,18,"Central Alaska"
ak,10233753,2,"Sunday, May 15, 2011 23:10:10 UTC",60.5576,-145.2300,1.2,3.00,14,"Southern Alaska"
ci,14985868,2,"Sunday, May 15, 2011 23:09:22 UTC",33.3818,-116.3547,1.1,15.80,19,"Southern California"
ak,10233748,2,"Sunday, May 15, 2011 22:59:32 UTC",57.3666,-155.6910,2.1,4.80,17,"Alaska Peninsula"
ak,10233747,2,"Sunday, May 15, 2011 22:52:06 UTC",58.1863,-155.2855,1.2,2.50, 9,"Alaska Peninsula"
nc,71570615,2,"Sunday, May 15, 2011 22:50:26 UTC",35.4997,-120.7772,1.6,4.50,56,"Central California"
nc,71570610,3,"Sunday, May 15, 2011 22:49:52 UTC",37.0117,-121.4628,1.5,8.30,52,"Northern California"
nc,71570605,0,"Sunday, May 15, 2011 22:48:19 UTC",38.8268,-122.8325,1.0,1.80,13,"Northern California"
nc,71570600,2,"Sunday, May 15, 2011 22:44:02 UTC",36.6738,-121.2967,1.6,4.30,38,"Central California"
nc,71570595,2,"Sunday, May 15, 2011 22:40:14 UTC",38.7613,-122.7407,1.1,2.30,37,"Northern California"
ci,14985844,3,"Sunday, May 15, 2011 22:31:23 UTC",36.0912,-117.8822,1.2,4.10,12,"Central California"
ak,10236582,2,"Sunday, May 15, 2011 22:30:06 UTC",58.6052,-155.1392,1.9,135.60, 9,"Alaska Peninsula"
us,c0003g1x,5,"Sunday, May 15, 2011 22:04:08 UTC",-6.6430,155.2091,4.9,96.40,34,"Bougainville region, Papua New Guinea"
us,c0003g1f,5,"Sunday, May 15, 2011 21:58:17 UTC",35.8381,140.8575,4.6,50.80,26,"near the east coast of Honshu, Japan"
ak,10236581,3,"Sunday, May 15, 2011 21:36:13 UTC",53.9072,-163.7899,2.4,25.60,11,"Unimak Island region, Alaska"
nc,71570575,2,"Sunday, May 15, 2011 21:19:21 UTC",36.2075,-120.3067,1.4,11.10,19,"Central California"
nc,71571075,2,"Sunday, May 15, 2011 20:12:27 UTC",40.2977,-121.3703,1.0,10.10,12,"Northern California"
nc,71570570,2,"Sunday, May 15, 2011 20:12:03 UTC",35.7833,-121.1253,1.1,5.50,13,"Central California"
ci,14985812,2,"Sunday, May 15, 2011 20:07:22 UTC",33.6475,-116.7442,1.7,13.60,20,"Southern California"
ci,14985804,2,"Sunday, May 15, 2011 19:53:11 UTC",33.9163,-117.7123,1.4,0.50,26,"Greater Los Angeles area, California"
ak,10233728,3,"Sunday, May 15, 2011 19:51:06 UTC",51.5744,-178.3363,2.7,27.90,16,"Andreanof Islands, Aleutian Islands, Alaska"
ci,14985796,4,"Sunday, May 15, 2011 19:50:11 UTC",35.0373,-117.6963,1.9,0.00,20,"Southern California"
nc,71570555,3,"Sunday, May 15, 2011 19:18:40 UTC",36.9878,-121.8312,2.0,12.10,65,"Northern California"
us,c0003fxp,7,"Sunday, May 15, 2011 19:07:43 UTC",38.7289,141.7453,4.9,59.00,70,"near the east coast of Honshu, Japan"
ak,10233720,2,"Sunday, May 15, 2011 19:04:22 UTC",63.0299,-146.8553,1.8,51.50,29,"Central Alaska"
nn,00337428,7,"Sunday, May 15, 2011 18:59:20 UTC",38.4150,-118.7319,2.9,3.90,15,"Nevada"
us,c0003fvs,9,"Sunday, May 15, 2011 18:37:10 UTC",-6.1575,154.4459,6.5,43.20,295,"Bougainville region, Papua New Guinea"
ak,10233701,3,"Sunday, May 15, 2011 18:35:16 UTC",53.1612,-166.9600,2.4,21.90,14,"Fox Islands, Aleutian Islands, Alaska"
ak,10236572,2,"Sunday, May 15, 2011 18:09:32 UTC",53.9420,-165.9953,2.1,83.50,11,"Fox Islands, Aleutian Islands, Alaska"
nc,71570535,0,"Sunday, May 15, 2011 17:48:46 UTC",38.8322,-122.7740,1.0,2.20,12,"Northern California"
ak,10233688,3,"Sunday, May 15, 2011 17:31:28 UTC",60.1787,-141.1906,1.4,2.00,19,"Southern Alaska"
nc,71570520,3,"Sunday, May 15, 2011 17:25:49 UTC",38.7757,-122.7413,1.5,3.00,70,"Northern California"
ak,10233684,2,"Sunday, May 15, 2011 17:23:29 UTC",63.1672,-151.3844,1.9,10.30,20,"Central Alaska"
nc,71570495,0,"Sunday, May 15, 2011 16:48:09 UTC",38.8435,-122.8100,1.0,11.80,10,"Northern California"
nc,71570490,3,"Sunday, May 15, 2011 16:34:55 UTC",35.9787,-120.5482,1.7,3.30,50,"Central California"
ci,14985740,2,"Sunday, May 15, 2011 16:18:01 UTC",35.3755,-118.5918,1.7,3.20,25,"Central California"
uw,05151618,1,"Sunday, May 15, 2011 16:18:01 UTC",46.4028,-119.2598,1.0,0.00, 8,"Washington"
us,2011kya8,7,"Sunday, May 15, 2011 16:14:03 UTC",-28.7188,-70.5516,4.8,48.40,85,"Atacama, Chile"
ak,10233669,2,"Sunday, May 15, 2011 16:13:16 UTC",60.0644,-152.8733,2.1,88.10,32,"Southern Alaska"
ak,10233664,2,"Sunday, May 15, 2011 15:55:12 UTC",63.0103,-151.6857,1.1,2.20,12,"Central Alaska"
ci,14985732,7,"Sunday, May 15, 2011 15:53:02 UTC",35.9733,-117.6475,1.0,4.30,19,"Central California"
ak,10233662,2,"Sunday, May 15, 2011 15:52:50 UTC",63.0155,-151.7165,1.9,8.50,18,"Central Alaska"
ak,10233661,3,"Sunday, May 15, 2011 15:47:20 UTC",60.6207,-150.5705,1.5,47.70,13,"Kenai Peninsula, Alaska"
ak,10236564,3,"Sunday, May 15, 2011 15:43:01 UTC",51.9514,-169.3355,3.0,10.00,12,"Fox Islands, Aleutian Islands, Alaska"
ci,14985724,3,"Sunday, May 15, 2011 15:37:34 UTC",33.0003,-116.3393,1.1,10.50,35,"Southern California"
ak,10236563,2,"Sunday, May 15, 2011 15:32:39 UTC",54.3861,-162.3836,2.2,21.80,10,"Alaska Peninsula"
ci,14985716,4,"Sunday, May 15, 2011 15:27:48 UTC",33.4777,-116.4670,2.1,12.30,108,"Southern California"
ak,10236562,2,"Sunday, May 15, 2011 15:24:58 UTC",54.4571,-161.5672,2.3,15.00,10,"Alaska Peninsula"
ak,10233655,2,"Sunday, May 15, 2011 14:49:46 UTC",53.7932,-165.3061,2.7,56.40,22,"Fox Islands, Aleutian Islands, Alaska"
ci,14985708,2,"Sunday, May 15, 2011 14:09:43 UTC",36.4002,-117.8648,1.8,9.30,23,"Central California"
ak,10233648,2,"Sunday, May 15, 2011 13:59:48 UTC",62.9938,-149.2877,1.1,76.90,18,"Central Alaska"
us,2011kya4,6,"Sunday, May 15, 2011 13:48:36 UTC",37.7980,142.7323,4.8,20.10,29,"off the east coast of Honshu, Japan"
ci,14985692,2,"Sunday, May 15, 2011 13:10:24 UTC",33.7690,-116.1335,1.1,5.80,41,"Southern California"
us,c0003ft5,H,"Sunday, May 15, 2011 13:08:12 UTC",0.4606,-25.6006,6.0,10.00,143,"central Mid-Atlantic Ridge"
ci,14985684,2,"Sunday, May 15, 2011 12:58:46 UTC",32.6430,-115.7298,1.1,7.60,23,"Baja California, Mexico"
ci,36999439,2,"Sunday, May 15, 2011 12:50:43 UTC",32.6518,-115.7515,1.7,5.10,12,"Southern California"
ci,14985676,2,"Sunday, May 15, 2011 12:50:11 UTC",32.6385,-115.7350,2.7,8.20,37,"Baja California, Mexico"
us,c0003fsd,6,"Sunday, May 15, 2011 12:33:02 UTC",39.9181,142.5929,4.8,34.90,111,"near the east coast of Honshu, Japan"
uw,05151230,1,"Sunday, May 15, 2011 12:30:41 UTC",46.2556,-122.5833,1.4,13.60,18,"Washington"
ak,10236559,2,"Sunday, May 15, 2011 12:21:00 UTC",65.3475,-133.9019,3.4,10.00,18,"northern Yukon Territory, Canada"
ak,10233635,2,"Sunday, May 15, 2011 12:19:39 UTC",62.2727,-150.1645,1.1,0.80,13,"Central Alaska"
us,c0003fsl,7,"Sunday, May 15, 2011 12:15:47 UTC",-1.1073,-80.3045,4.6,35.50,38,"near the coast of Ecuador"
us,c0003frt,6,"Sunday, May 15, 2011 12:14:18 UTC",37.2382,142.7577,4.9,35.10,113,"off the east coast of Honshu, Japan"
ak,10233634,3,"Sunday, May 15, 2011 12:11:09 UTC",58.3912,-154.5646,1.1,9.40, 9,"Alaska Peninsula"
ak,10233632,2,"Sunday, May 15, 2011 11:23:23 UTC",63.0854,-149.4221,1.1,92.40,18,"Central Alaska"
nm,051511a,A,"Sunday, May 15, 2011 10:59:47 UTC",36.2366,-89.4577,1.0,6.20, 9,"Tennessee"
nc,71570440,4,"Sunday, May 15, 2011 10:58:00 UTC",39.2362,-123.1767,1.3,7.10,11,"Northern California"
nc,71570435,3,"Sunday, May 15, 2011 10:45:06 UTC",38.8308,-122.8080,1.1,2.60,67,"Northern California"
ak,10233627,2,"Sunday, May 15, 2011 10:44:34 UTC",61.8327,-149.7333,1.7,29.30,30,"Southern Alaska"
us,c0003fq8,6,"Sunday, May 15, 2011 10:25:21 UTC",37.0892,142.2974,5.2,30.00,214,"off the east coast of Honshu, Japan"
ak,10233619,2,"Sunday, May 15, 2011 10:23:21 UTC",62.1724,-145.5977,1.6,20.20,14,"Central Alaska"
nc,71570420,3,"Sunday, May 15, 2011 09:31:39 UTC",38.8215,-122.8105,1.1,3.20,47,"Northern California"
ak,10236552,2,"Sunday, May 15, 2011 09:23:34 UTC",64.9563,-133.6326,2.4,6.40, 9,"Southern Yukon Territory, Canada"
nc,71570415,2,"Sunday, May 15, 2011 09:20:36 UTC",40.0775,-121.5373,1.4,3.50,14,"Northern California"
ak,10233613,2,"Sunday, May 15, 2011 09:19:05 UTC",62.0942,-151.4085,1.5,71.70,18,"Central Alaska"
uu,05150912,2,"Sunday, May 15, 2011 09:12:06 UTC",40.7915,-111.7773,1.3,7.20,24,"Wasatch Front Urban Corridor, Utah"
ak,10233611,2,"Sunday, May 15, 2011 09:02:55 UTC",51.2502,-178.5164,3.8,22.60,24,"Andreanof Islands, Aleutian Islands, Alaska"
ci,14985612,2,"Sunday, May 15, 2011 08:52:37 UTC",33.2982,-116.8322,2.1,12.80,90,"Southern California"
nc,71570400,3,"Sunday, May 15, 2011 08:35:00 UTC",38.8233,-122.8057,1.3,3.40,59,"Northern California"
us,c0003fnd,8,"Sunday, May 15, 2011 08:34:49 UTC",12.6294,-88.0696,4.8,56.10,230,"offshore El Salvador"
ci,14985604,2,"Sunday, May 15, 2011 08:13:28 UTC",32.5707,-115.7098,1.6,5.10,16,"Baja California, Mexico"
ak,10236548,2,"Sunday, May 15, 2011 08:08:17 UTC",54.5603,-164.0559,2.5,111.10,18,"Unimak Island region, Alaska"
ak,10233600,3,"Sunday, May 15, 2011 08:02:40 UTC",53.9081,-164.6099,2.5,54.60,18,"Unimak Island region, Alaska"
ak,10236546,2,"Sunday, May 15, 2011 07:18:08 UTC",58.4315,-133.4705,2.0,0.00, 6,"Southeastern Alaska"
ak,10233593,2,"Sunday, May 15, 2011 07:11:45 UTC",61.3942,-146.6142,1.5,9.20,26,"Southern Alaska"
us,c0003fmk,7,"Sunday, May 15, 2011 07:05:33 UTC",32.4973,105.5000,5.0,15.50,68,"Sichuan-Gansu border region, China"
nc,71570380,2,"Sunday, May 15, 2011 07:00:10 UTC",39.2372,-123.1760,2.1,7.80,29,"Northern California"
us,c0003fmc,8,"Sunday, May 15, 2011 06:47:04 UTC",-3.0605,139.6742,5.7,86.80,69,"Papua, Indonesia"
nc,71570375,3,"Sunday, May 15, 2011 06:19:12 UTC",38.8203,-122.8303,1.5,2.40,49,"Northern California"
ak,10233579,2,"Sunday, May 15, 2011 06:18:40 UTC",63.1301,-150.7082,1.5,118.10,18,"Central Alaska"
nn,00337322,7,"Sunday, May 15, 2011 06:09:48 UTC",38.3810,-118.7838,2.0,0.00,23,"Nevada"
uu,05150529,2,"Sunday, May 15, 2011 05:29:55 UTC",44.8003,-110.9820,1.2,7.60,13,"Yellowstone National Park, Wyoming"
uu,05150530,2,"Sunday, May 15, 2011 05:29:25 UTC",44.7972,-110.9782,1.4,7.50,15,"Yellowstone National Park, Wyoming"
ak,10233570,2,"Sunday, May 15, 2011 05:20:31 UTC",53.9243,-166.7437,1.4,6.70, 6,"Fox Islands, Aleutian Islands, Alaska"
ak,10233571,2,"Sunday, May 15, 2011 05:18:10 UTC",53.9223,-166.7364,1.1,6.60, 6,"Fox Islands, Aleutian Islands, Alaska"
nn,00337310,7,"Sunday, May 15, 2011 05:02:50 UTC",37.1963,-117.3415,2.0,0.00,25,"Nevada"
us,2011kyag,1,"Sunday, May 15, 2011 05:01:08 UTC",-36.6780,-72.9660,4.5,40.30, 8,"Bio-Bio, Chile"
ci,14985564,3,"Sunday, May 15, 2011 04:38:43 UTC",34.2232,-117.0488,1.8,2.20,49,"Southern California"
uw,05150419,1,"Sunday, May 15, 2011 04:19:12 UTC",47.9203,-121.8818,1.5,14.60,15,"Puget Sound region, Washington"
us,c0003fjy,5,"Sunday, May 15, 2011 04:16:38 UTC",51.1980,178.9570,4.1,98.00,13,"Rat Islands, Aleutian Islands, Alaska"
at,00ll7y6p,1,"Sunday, May 15, 2011 04:08:49 UTC",54.9710,-160.4190,4.1,36.00, 7,"Alaska Peninsula"
ci,36999087,2,"Sunday, May 15, 2011 04:08:21 UTC",33.7803,-116.1385,2.3,4.10,38,"Southern California"
ci,14985556,5,"Sunday, May 15, 2011 04:07:55 UTC",35.1437,-116.8627,3.4,2.60,56,"Southern California"
ak,10233555,2,"Sunday, May 15, 2011 04:06:16 UTC",61.6117,-147.0638,1.7,14.80,32,"Southern Alaska"
ci,14985548,4,"Sunday, May 15, 2011 04:02:12 UTC",33.4893,-116.4393,1.1,7.40,45,"Southern California"
ak,10233550,3,"Sunday, May 15, 2011 04:02:06 UTC",60.6556,-150.3558,3.0,47.00,58,"Kenai Peninsula, Alaska"
uu,05150354,2,"Sunday, May 15, 2011 03:54:29 UTC",44.7782,-111.1155,1.0,8.50,13,"western Montana"
nm,051611a,A,"Sunday, May 15, 2011 03:54:25 UTC",36.6038,-89.5813,1.7,7.90,15,"southeastern Missouri"
ak,10233549,3,"Sunday, May 15, 2011 03:23:59 UTC",54.1280,-164.1847,2.6,68.10,22,"Unimak Island region, Alaska"
ci,14985516,2,"Sunday, May 15, 2011 02:58:59 UTC",33.7728,-116.1387,1.8,5.90,56,"Southern California"
us,c0003fgq,7,"Sunday, May 15, 2011 02:42:09 UTC",36.9328,142.1964,4.7,30.20,73,"off the east coast of Honshu, Japan"
ci,14985508,2,"Sunday, May 15, 2011 02:35:53 UTC",33.4943,-116.5107,1.3,14.50,48,"Southern California"
nc,71570300,2,"Sunday, May 15, 2011 02:33:15 UTC",37.4547,-118.8380,1.0,6.30,20,"Central California"
ci,14985492,2,"Sunday, May 15, 2011 02:27:22 UTC",33.0147,-116.3577,1.9,8.90,64,"Southern California"
ak,10233536,2,"Sunday, May 15, 2011 02:03:48 UTC",63.5585,-147.4623,1.4,12.40,17,"Central Alaska"
ci,14985476,2,"Sunday, May 15, 2011 01:50:53 UTC",34.8285,-116.3775,2.9,4.00,37,"Southern California"
nc,71570255,2,"Sunday, May 15, 2011 01:50:47 UTC",39.2357,-123.1763,1.6,6.90,13,"Northern California"
ak,10233531,3,"Sunday, May 15, 2011 01:46:41 UTC",54.6269,-163.4774,2.1,10.10,14,"Unimak Island region, Alaska"
ak,10233529,2,"Sunday, May 15, 2011 01:25:19 UTC",61.4353,-146.7625,1.2,35.50,14,"Southern Alaska"
ak,10233525,4,"Sunday, May 15, 2011 00:34:55 UTC",63.5349,-147.3983,1.1,11.20,13,"Central Alaska"
nc,71570225,3,"Sunday, May 15, 2011 00:34:22 UTC",38.8263,-122.8015,1.5,3.50,67,"Northern California"
pr,11135000,0,"Sunday, May 15, 2011 00:24:21 UTC",18.0009,-67.2760,2.6,5.50, 6,"Mona Passage, Puerto Rico"
ci,14985452,3,"Sunday, May 15, 2011 00:22:54 UTC",35.0293,-119.0122,1.5,22.20,10,"Central California"
nc,71570215,2,"Sunday, May 15, 2011 00:16:50 UTC",36.5610,-121.1465,1.0,5.00,11,"Central California"
nc,71570210,2,"Sunday, May 15, 2011 00:04:55 UTC",38.7593,-122.7330,1.1,2.40,29,"Northern California"
us,c0003fez,9,"Saturday, May 14, 2011 23:50:49 UTC",37.6775,141.4780,5.2,52.80,273,"near the east coast of Honshu, Japan"
us,c0003feq,4,"Saturday, May 14, 2011 23:39:36 UTC",34.2351,-107.4734,2.6,5.00,21,"New Mexico"
ak,10236064,2,"Saturday, May 14, 2011 23:26:50 UTC",61.2282,-150.6548,1.5,44.20,17,"Southern Alaska"
nc,71570195,2,"Saturday, May 14, 2011 23:23:17 UTC",39.2332,-123.1738,2.0,7.50,38,"Northern California"
ak,10236063,2,"Saturday, May 14, 2011 23:14:02 UTC",62.1195,-151.3955,1.3,78.10,11,"Central Alaska"
ci,14985444,2,"Saturday, May 14, 2011 23:06:47 UTC",34.5055,-116.5170,1.5,4.10,12,"Southern California"
ci,14985436,2,"Saturday, May 14, 2011 23:06:11 UTC",36.0883,-117.8807,1.4,3.70,22,"Central California"
ak,10233495,2,"Saturday, May 14, 2011 23:02:40 UTC",63.1349,-149.4200,1.4,82.50,23,"Central Alaska"
nc,71570185,3,"Saturday, May 14, 2011 22:55:20 UTC",38.8137,-122.8152,2.0,1.00,59,"Northern California"
nc,71570180,3,"Saturday, May 14, 2011 22:55:07 UTC",38.8165,-122.7865,1.2,2.40,39,"Northern California"
nc,71570175,2,"Saturday, May 14, 2011 22:45:23 UTC",39.2368,-123.1745,2.0,7.20,22,"Northern California"
ci,14985420,2,"Saturday, May 14, 2011 22:34:14 UTC",34.2250,-117.0520,1.7,1.60,28,"Southern California"
nc,71570165,3,"Saturday, May 14, 2011 22:32:30 UTC",38.8137,-122.8257,1.7,2.70,47,"Northern California"
us,c0003fcg,8,"Saturday, May 14, 2011 22:30:31 UTC",43.1588,146.1496,5.2,48.30,299,"Kuril Islands"
pr,11134004,0,"Saturday, May 14, 2011 22:25:06 UTC",18.3379,-65.1949,2.9,106.00, 5,"Puerto Rico region"
ci,14985412,2,"Saturday, May 14, 2011 22:20:35 UTC",33.7738,-116.1388,1.6,4.10,34,"Southern California"
ak,10236060,2,"Saturday, May 14, 2011 22:18:27 UTC",62.1565,-152.1006,1.5,102.20,16,"Central Alaska"
us,c0003fbq,9,"Saturday, May 14, 2011 22:07:50 UTC",30.8264,-105.8036,3.5,2.20,16,"Chihuahua, Mexico"
nc,71570145,4,"Saturday, May 14, 2011 21:56:57 UTC",39.2337,-123.1770,1.2,7.60,10,"Northern California"
ak,10236059,2,"Saturday, May 14, 2011 21:38:48 UTC",60.1044,-151.6272,1.5,61.80,14,"Kenai Peninsula, Alaska"
nc,71570140,4,"Saturday, May 14, 2011 21:09:59 UTC",40.3365,-124.2465,1.6,23.00,18,"Northern California"
nc,71570135,2,"Saturday, May 14, 2011 21:08:31 UTC",37.9795,-122.2567,1.2,8.10,35,"San Francisco Bay area, California"
us,c0003fa9,7,"Saturday, May 14, 2011 21:07:22 UTC",36.4414,70.7419,5.9,207.40,266,"Hindu Kush region, Afghanistan"
ak,10236058,2,"Saturday, May 14, 2011 21:03:44 UTC",62.5278,-150.8429,1.1,80.20,11,"Central Alaska"
ci,14985388,2,"Saturday, May 14, 2011 20:39:10 UTC",36.2485,-117.8608,2.0,3.30,38,"Central California"
ak,10236056,2,"Saturday, May 14, 2011 20:31:13 UTC",59.8642,-152.8392,1.9,107.50,17,"Southern Alaska"
uu,05141956,2,"Saturday, May 14, 2011 19:56:56 UTC",39.7023,-110.7303,1.6,2.80, 8,"Utah"
ak,10233457,2,"Saturday, May 14, 2011 19:52:22 UTC",63.4638,-151.2453,1.2,7.90,14,"Central Alaska"
us,c0003f80,5,"Saturday, May 14, 2011 19:47:24 UTC",2.4940,96.8276,4.3,43.70,16,"Simeulue, Indonesia"
nc,71570120,0,"Saturday, May 14, 2011 19:44:45 UTC",38.7563,-122.6955,1.0,3.60, 9,"Northern California"
ci,14985380,2,"Saturday, May 14, 2011 19:34:11 UTC",33.5215,-116.4583,1.5,8.80,15,"Southern California"
nc,71570115,2,"Saturday, May 14, 2011 19:33:02 UTC",39.2368,-123.1763,2.1,7.00,37,"Northern California"
pr,11134006,0,"Saturday, May 14, 2011 19:21:21 UTC",17.8850,-66.5559,2.3,16.20, 5,"Puerto Rico region"
ci,14985364,2,"Saturday, May 14, 2011 18:52:33 UTC",33.0040,-116.3390,1.3,7.80,30,"Southern California"
ak,10236053,3,"Saturday, May 14, 2011 18:27:18 UTC",63.1856,-149.3732,1.1,82.20,13,"Central Alaska"
ci,14985332,4,"Saturday, May 14, 2011 18:24:54 UTC",31.2708,-115.8567,2.9,6.00, 5,"Baja California, Mexico"
ak,10233449,3,"Saturday, May 14, 2011 17:54:24 UTC",60.5921,-151.1912,1.4,76.30,15,"Kenai Peninsula, Alaska"
ak,10233447,2,"Saturday, May 14, 2011 17:40:11 UTC",61.0259,-152.4452,1.5,114.00,15,"Southern Alaska"
nc,71570100,2,"Saturday, May 14, 2011 17:38:29 UTC",38.8077,-122.7795,1.2,1.10,41,"Northern California"
nc,71570075,3,"Saturday, May 14, 2011 17:34:22 UTC",38.8035,-122.7805,1.3,0.70,42,"Northern California"
nc,71570095,2,"Saturday, May 14, 2011 17:33:46 UTC",38.8062,-122.7802,1.0,1.10,36,"Northern California"
nc,71570080,2,"Saturday, May 14, 2011 17:33:28 UTC",38.8050,-122.7797,1.3,1.00,32,"Northern California"
nc,71570070,3,"Saturday, May 14, 2011 17:31:57 UTC",38.8043,-122.7800,2.1,0.40,66,"Northern California"
ak,10233436,3,"Saturday, May 14, 2011 17:16:36 UTC",62.5000,-149.3331,1.2,7.50,14,"Central Alaska"
